probe_id,locus_link,gene_symbol
11742454_s_at,LOC51105,PHF20L1
11742455_a_at,LOC8110,DPF3
11742456_a_at,LOC5725,PTBP1
11742457_s_at,LOC5725,PTBP1
11742458_a_at,LOC388963,C2ORF81
11742459_a_at,LOC222611,GPR111
11742460_a_at,LOC645811,CCDC154
11742461_s_at,,PRAMEF18 || PRAMEF3 || PRAMEF19
11742462_x_at,LOC388512,CLEC17A
11742463_at,LOC11023,VAX1
11742464_s_at,LOC11023,VAX1
11742465_x_at,LOC8073,PTP4A2
11742466_a_at,LOC135644,TRIM40
11742467_a_at,LOC55038,CDCA4
11742468_at,LOC644943,RASSF10
11742469_at,LOC139604,MAGEB16
11742470_a_at,LOC341880,SLC35F4
11742471_a_at,LOC367,AR
11742472_a_at,LOC150159,SLC9B1
11742473_at,LOC729747,ZNF878
11742474_a_at,LOC286207,C9ORF117
11742475_a_at,LOC8689,KRT36
11742476_a_at,LOC441509,GLRA4
11742477_x_at,LOC642569,TRIM53AP
11742478_a_at,LOC3084,NRG1
11742479_s_at,LOC27233,SULT1C4
11742480_a_at,LOC2639,GCDH
11742481_s_at,,PRAMEF21 || PRAMEF20
11742482_a_at,LOC10093,ARPC4
11742483_a_at,LOC339512,C1ORF110
11742484_a_at,LOC440044,SLC22A20
11742485_s_at,LOC343071,PRAMEF10
11742486_s_at,,PRAMEF18 || PRAMEF3 || PRAMEF19 || PRAMEF22
11742487_a_at,LOC1432,MAPK14
11742488_at,,TRIM75 || ENSG00000250374
11742489_at,LOC401036,ASB18
11742490_a_at,LOC388324,INCA1
11742491_at,LOC390594,KBTBD13
11742492_at,LOC390231,TRIM77
11742493_a_at,LOC197342,EME2
11742494_s_at,LOC653509,SFTPA1
11742495_x_at,LOC653509,SFTPA1
11742496_at,LOC442425,FOXB2
11742497_x_at,LOC280657,SSX6
11742498_x_at,,FAM86B2 || FAM86B1
11742499_at,LOC138715,ARID3C
11742500_s_at,,PRY2 || PRY
11742501_a_at,LOC1211,CLTA
11742502_at,LOC388199,PRR25
11742503_a_at,LOC5446,PON3
11742504_x_at,LOC1211,CLTA
11742505_at,LOC729767,CEACAM18
11742506_at,LOC119695,OR52R1
11742507_at,LOC643905,PRR21
11742508_a_at,LOC345222,MSANTD1
11742509_at,LOC81309,OR4C15
11742510_at,LOC26696,OR2T1
11742511_a_at,LOC3566,IL4R
11742512_x_at,LOC728224,KRTAP4-8
11742513_at,LOC26737,OR1L1
11742514_at,LOC341568,OR8S1
11742515_at,LOC401665,OR51T1
11742516_at,LOC127074,OR2T4
11742517_x_at,LOC391194,OR2M2
11742518_at,LOC390882,OR7G2
11742519_at,LOC390439,OR11G2
11742520_at,LOC81328,OR4A15
11742521_at,LOC390436,OR4K17
11742522_at,LOC390154,OR5T3
11742523_s_at,,OR5T2 || OR5T3 || OR5T1
11742524_at,LOC127550,A3GALT2
11742525_at,LOC340980,OR52B6
11742526_at,LOC125962,OR7G1
11742527_at,LOC341799,OR6S1
11742528_at,LOC391114,OR6K3
11742529_at,LOC150681,OR6B3
11742530_s_at,,OR6B3 || OR6B2
11742531_x_at,LOC150681,OR6B3
11742532_at,LOC122748,OR11H6
11742533_at,LOC441911,OR10J3
11742534_at,LOC339521,FAM58BP
11742535_x_at,LOC339521,FAM58BP
11742536_at,LOC390144,OR5D16
11742537_a_at,LOC581,BAX
11742538_at,LOC283189,OR9G4
11742539_at,LOC128367,OR10X1
11742540_at,LOC119678,OR52E2
11742541_at,LOC219958,OR1S2
11742542_s_at,,OR1S2 || OR1S1
11742543_at,LOC391112,OR6Y1
11742544_at,LOC219447,OR5AS1
11742545_at,LOC219479,OR5R1
11742546_at,LOC390037,OR52I1
11742547_at,,ENSG00000228117 || SDR16C6P
11742548_at,LOC283111,OR51V1
11742549_at,LOC403277,OR5K3
11742550_at,LOC403278,OR5K4
11742551_at,LOC26692,OR2W1
11742552_at,LOC138802,OR13C8
11742553_at,LOC79473,OR52N1
11742554_at,LOC138804,OR13C4
11742555_at,LOC286362,OR13C9
11742556_x_at,LOC286362,OR13C9
11742557_s_at,LOC10776,ARPP19
11742558_at,LOC119772,OR52M1
11742559_at,LOC403239,OR2T27
11742560_at,LOC81442,OR6N2
11742561_at,LOC81470,OR2G2
11742562_at,LOC126541,OR10H4
11742563_at,LOC121364,OR10A7
11742564_s_at,LOC283694,OR4N4
11742565_at,LOC119682,OR51L1
11742566_at,LOC285659,OR2V2
11742567_at,LOC390083,OR56A3
11742568_at,LOC390168,OR5M1
11742569_s_at,,OR5M10 || OR5M1
11742570_at,LOC81168,OR8J3
11742571_at,LOC128360,OR10T2
11742572_at,LOC219436,OR5D14
11742573_at,LOC390142,OR5D13
11742574_at,LOC390199,OR4D9
11742575_at,LOC441608,OR5B3
11742576_at,LOC219965,OR5B17
11742577_at,LOC283365,OR6C6
11742578_at,LOC79310,OR5H2
11742579_at,LOC219954,OR9I1
11742580_a_at,LOC5545,PRB4
11742581_at,LOC128368,OR10Z1
11742582_at,LOC441669,OR4Q3
11742583_at,LOC26533,OR10G3
11742584_at,LOC390084,OR56A5
11742585_a_at,LOC9436,NCR2
11742586_a_at,LOC390790,ARL5C
11742587_at,LOC390790,ARL5C
11742588_at,LOC341416,OR6C2
11742589_at,LOC122742,OR4L1
11742590_at,LOC127059,OR2M5
11742591_s_at,,OR2M5 || OR2M3 || OR2M1P || OR2M2 || OR2M7
11742592_x_at,LOC127059,OR2M5
11742593_at,LOC127066,OR14C36
11742594_at,LOC219473,OR8K3
11742595_at,LOC256892,OR51F1
11742596_at,LOC390058,OR51B6
11742597_s_at,,OR8H2 || OR8H3
11742598_x_at,LOC390152,OR8H3
11742599_at,LOC390326,OR6C76
11742600_at,LOC390883,OR7G3
11742601_at,LOC390323,OR6C75
11742602_at,LOC81300,OR4P4
11742603_at,LOC391107,OR10K2
11742604_at,LOC390327,OR6C70
11742605_at,LOC119679,OR52J3
11742606_at,LOC138883,OR1N1
11742607_at,LOC219431,OR4S2
11742608_x_at,LOC219870,OR10G9
11742609_at,LOC219986,OR4D11
11742610_at,LOC254786,OR6C3
11742611_x_at,LOC390264,OR10G4
11742612_s_at,,OR10G8 || OR10G7
11742613_x_at,LOC390265,OR10G7
11742614_at,LOC219428,OR4C16
11742615_at,LOC390162,OR5M9
11742616_at,LOC390148,OR5W2
11742617_s_at,LOC403273,OR5H14
11742618_at,LOC122740,OR4K14
11742619_at,LOC119749,OR4C46
11742620_at,LOC119765,OR4B1
11742621_at,LOC219968,OR5B21
11742622_at,LOC256148,OR4S1
11742623_at,LOC390892,OR7A10
11742624_at,LOC81050,OR5AC2
11742625_at,LOC390201,OR10V1
11742626_at,LOC284532,OR14A16
11742627_at,LOC390437,OR4N5
11742628_at,LOC254879,OR2T6
11742629_s_at,LOC124538,OR4D2
11742630_at,LOC219453,OR8K5
11742631_at,LOC403257,OR4C45
11742632_at,LOC390113,OR4X1
11742633_at,LOC390433,OR4K13
11742634_a_at,LOC390748,PABPN1L
11742635_x_at,LOC221357,GSTA5
11742636_at,LOC723961,INS-IGF2
11742637_s_at,,IGF2 || INS-IGF2
11742638_a_at,LOC645832,SEBOX
11742639_a_at,LOC201299,RDM1
11742640_x_at,LOC201299,RDM1
11742641_a_at,LOC401409,RAB19
11742642_x_at,,ENSG00000170165 || ANKRD20A20P || ENSG00000240240
11742643_x_at,LOC284428,MBD3L5
11742644_x_at,LOC404770,SPATA31B1
11742645_x_at,LOC1444,CSHL1
11742646_a_at,LOC388910,LINC00207
11742647_at,,ENSG00000234801
11742648_x_at,,ENSG00000234801
11742649_at,LOC644672,CLDN25
11742650_at,LOC503834,DPRX
11742651_a_at,LOC84326,C16ORF13
11742652_x_at,LOC494118,SPANXN1
11742653_x_at,,CSH2
11742654_s_at,,SPACA5 || SPACA5B
11742655_at,,SSU72P8
11742656_at,LOC343930,MSGN1
11742657_x_at,,HIST2H2AA4 || HIST2H2AA3
11742658_at,,ENSG00000230591
11742659_at,LOC646625,URAD
11742660_x_at,LOC646625,URAD
11742661_at,LOC6343,SCT
11742662_at,LOC645922,S100A7L2
11742663_at,,ENSG00000174495
11742664_x_at,,ENSG00000174495
11742665_x_at,,ENSG00000232654
11742666_s_at,LOC6234,RPS28
11742667_x_at,LOC6234,RPS28
11742668_at,LOC646480,FABP9
11742669_s_at,,HIST2H4B || HIST2H4A
11742670_at,,PPBPP1
11742671_x_at,LOC2688,GH1
11742672_at,LOC594857,NPS
11742673_at,LOC408187,SPINK14
11742674_at,LOC353143,LCE3B
11742675_x_at,LOC353143,LCE3B
11742676_a_at,LOC359948,IRF2BP2
11742677_x_at,LOC5725,PTBP1
11742678_s_at,LOC5725,PTBP1
11742679_s_at,LOC3181,HNRNPA2B1
11742680_at,LOC3181,HNRNPA2B1
11742681_s_at,LOC10961,ERP29
11742682_s_at,LOC10920,COPS8
11742683_x_at,LOC3006,HIST1H1C
11742684_a_at,LOC3920,LAMP2
11742685_a_at,LOC3920,LAMP2
11742686_a_at,LOC2217,FCGRT
11742687_x_at,LOC2217,FCGRT
11742688_s_at,,HIST2H2AA4 || HIST2H2AA3
11742689_a_at,LOC10011,SRA1
11742690_a_at,LOC7329,UBE2I
11742691_x_at,LOC7329,UBE2I
11742692_a_at,LOC353,APRT
11742693_a_at,LOC51322,WAC
11742694_s_at,LOC51322,WAC
11742695_a_at,LOC51322,WAC
11742696_s_at,LOC51322,WAC
11742697_a_at,LOC9452,ITM2A
11742698_at,LOC6447,SCG5
11742699_a_at,LOC715,C1R
11742700_s_at,LOC715,C1R
11742701_x_at,LOC715,C1R
11742702_a_at,LOC284184,C17ORF89
11742703_x_at,LOC284184,C17ORF89
11742704_a_at,LOC1107,CHD3
11742705_a_at,LOC51366,UBR5
11742706_s_at,LOC4218,RAB8A
11742707_a_at,,APOC4-APOC2 || APOC2
11742708_a_at,LOC54681,P4HTM
11742709_s_at,LOC54681,P4HTM
11742710_a_at,LOC5552,SRGN
11742711_at,LOC7058,THBS2
11742712_a_at,LOC7058,THBS2
11742713_at,LOC79064,TMEM223
11742714_a_at,LOC84897,TBRG1
11742715_x_at,LOC84897,TBRG1
11742716_a_at,LOC84897,TBRG1
11742717_a_at,LOC84897,TBRG1
11742718_a_at,LOC79811,SLTM
11742719_s_at,LOC79811,SLTM
11742720_at,LOC116064,LRRC58
11742721_x_at,LOC116064,LRRC58
11742722_at,,LRRC58
11742723_a_at,LOC6778,STAT6
11742724_x_at,LOC6778,STAT6
11742725_s_at,LOC1998,ELF2
11742726_a_at,LOC25963,TMEM87A
11742727_at,LOC11079,RER1
11742728_x_at,LOC27131,SNX5
11742729_s_at,LOC23185,LARP4B
11742730_a_at,LOC828,CAPS
11742731_at,LOC6838,SURF6
11742732_s_at,LOC10933,MORF4L1
11742733_x_at,LOC10933,MORF4L1
11742734_s_at,LOC10885,WDR3
11742735_a_at,LOC51203,NUSAP1
11742736_at,LOC84693,MCEE
11742737_a_at,LOC9367,RAB9A
11742738_a_at,LOC27241,BBS9
11742739_a_at,LOC55586,MIOX
11742740_at,LOC25929,GEMIN5
11742741_at,LOC25929,GEMIN5
11742742_a_at,LOC6643,SNX2
11742743_a_at,LOC1266,CNN3
11742744_a_at,LOC8677,STX10
11742745_a_at,LOC123,PLIN2
11742746_a_at,LOC123,PLIN2
11742747_a_at,LOC121665,SPPL3
11742748_at,LOC121665,SPPL3
11742749_a_at,LOC121665,SPPL3
11742750_a_at,LOC2935,GSPT1
11742751_a_at,LOC3699,ITIH3
11742752_a_at,LOC2114,ETS2
11742753_a_at,LOC2257,FGF12
11742754_a_at,LOC2257,FGF12
11742755_a_at,LOC7444,VRK2
11742756_s_at,LOC2965,GTF2H1
11742757_x_at,LOC2965,GTF2H1
11742758_a_at,LOC2965,GTF2H1
11742759_a_at,LOC9321,TRIP11
11742760_a_at,LOC26003,GORASP2
11742761_x_at,LOC26003,GORASP2
11742762_at,LOC2641,GCG
11742763_a_at,LOC56204,FAM214A
11742764_at,LOC10286,BCAS2
11742765_at,LOC5996,RGS1
11742766_a_at,LOC23258,DENND5A
11742767_at,LOC80025,PANK2
11742768_a_at,LOC23767,FLRT3
11742769_a_at,LOC23767,FLRT3
11742770_a_at,LOC116987,AGAP1
11742771_a_at,LOC9703,KIAA0100
11742772_a_at,LOC26065,LSM14A
11742773_at,LOC2949,GSTM5
11742774_a_at,LOC153733,CCDC112
11742775_a_at,LOC23432,GPR161
11742776_s_at,LOC23432,GPR161
11742777_at,LOC6903,TBCC
11742778_s_at,LOC6903,TBCC
11742779_a_at,LOC26275,HIBCH
11742780_a_at,LOC6599,SMARCC1
11742781_a_at,LOC6599,SMARCC1
11742782_at,LOC6599,SMARCC1
11742783_s_at,LOC6599,SMARCC1
11742784_at,LOC23064,SETX
11742785_a_at,LOC23064,SETX
11742786_at,LOC23064,SETX
11742787_at,LOC9704,DHX34
11742788_at,LOC9704,DHX34
11742789_at,LOC342898,SYCN
11742790_a_at,LOC92270,ATP6AP1L
11742791_at,LOC92270,ATP6AP1L
11742792_at,LOC132946,ARL9
11742793_at,LOC51119,SBDSP1 || SBDS
11742794_s_at,,SBDSP1 || SBDS
11742795_at,LOC26020,LRP10
11742796_x_at,LOC3190,HNRNPK
11742797_a_at,LOC83608,C18ORF21
11742798_a_at,LOC1182,CLCN3
11742799_at,LOC55729,ATF7IP
11742800_s_at,LOC1871,E2F3
11742801_a_at,LOC5606,MAP2K3
11742802_a_at,LOC6715,SRD5A1
11742803_at,LOC6715,SRD5A1
11742804_a_at,LOC113419,TEX261
11742805_at,LOC113419,TEX261
11742806_at,LOC113419,TEX261
11742807_a_at,LOC11197,WIF1
11742808_at,LOC57721,METTL14
11742809_s_at,LOC23786,BCL2L13
11742810_at,LOC6663,SOX10
11742811_at,LOC6197,RPS6KA3
11742812_a_at,LOC6197,RPS6KA3
11742813_at,LOC57556,SEMA6A
11742814_s_at,LOC57556,SEMA6A
11742815_x_at,LOC57556,SEMA6A
11742816_a_at,LOC10144,FAM13A
11742817_a_at,LOC257160,RNF214
11742818_a_at,LOC5329,PLAUR
11742819_at,LOC5329,PLAUR
11742820_s_at,LOC4969,OGN
11742821_s_at,LOC4969,OGN
11742822_a_at,LOC23549,DNPEP
11742823_a_at,LOC51110,LACTB2
11742824_a_at,LOC147007,TMEM199
11742825_a_at,LOC2975,GTF3C1
11742826_s_at,LOC23469,PHF3
11742827_a_at,LOC23469,PHF3
11742828_s_at,LOC23469,PHF3
11742829_x_at,LOC23469,PHF3
11742830_a_at,LOC23469,PHF3
11742831_s_at,LOC23476,BRD4
11742832_a_at,LOC259266,ASPM
11742833_a_at,LOC25854,FAM149A
11742834_a_at,LOC199870,FAM76A
11742835_a_at,LOC23190,UBXN4
11742836_a_at,LOC23190,UBXN4
11742837_x_at,LOC6199,RPS6KB2
11742838_at,LOC408,ARRB1
11742839_a_at,LOC3292,HSD17B1
11742840_x_at,LOC3292,HSD17B1
11742841_a_at,LOC6594,SMARCA1
11742842_a_at,LOC63939,FAM217B
11742843_a_at,LOC6256,RXRA
11742844_a_at,,LOC101928454 || RXRA
11742845_at,LOC9716,AQR
11742846_a_at,LOC8450,CUL4B
11742847_a_at,LOC23368,PPP1R13B
11742848_s_at,LOC56985,ADPRM
11742849_a_at,LOC57139,RGL3
11742850_x_at,LOC3122,HLA-DRA
11742851_x_at,LOC10653,SPINT2
11742852_a_at,LOC6184,RPN1
11742853_x_at,LOC6184,RPN1
11742854_x_at,LOC7358,UGDH
11742855_at,LOC54529,ASNSD1
11742856_a_at,LOC54529,ASNSD1
11742857_at,LOC84817,TXNDC17
11742858_s_at,,WBP11P1 || WBP11
11742859_a_at,LOC5341,PLEK
11742860_a_at,LOC221395,GPR116
11742861_x_at,LOC221395,GPR116
11742862_a_at,LOC221395,GPR116
11742863_a_at,LOC4345,CD200
11742864_at,LOC6018,RLF
11742865_a_at,LOC27134,TJP3
11742866_a_at,LOC221692,PHACTR1
11742867_at,LOC1004,CDH6
11742868_at,LOC1004,CDH6
11742869_a_at,LOC57326,PBXIP1
11742870_at,LOC10109,ARPC2
11742871_a_at,LOC113791,PIK3IP1
11742872_s_at,LOC113791,PIK3IP1
11742873_a_at,LOC1009,CDH11
11742874_at,LOC51550,CINP
11742875_at,,RPL17-C18ORF32 || C18ORF32
11742876_a_at,LOC27352,SGSM3
11742877_x_at,LOC27352,SGSM3
11742878_a_at,LOC79581,SLC52A2
11742879_a_at,LOC9946,CRYZL1
11742880_a_at,LOC7320,UBE2B
11742881_s_at,LOC7320,UBE2B
11742882_at,LOC5481,PPID
11742883_at,LOC10610,ST6GALNAC2
11742884_x_at,LOC4054,LTBP3
11742885_a_at,LOC9529,BAG5
11742886_s_at,LOC9529,BAG5
11742887_a_at,LOC9529,BAG5
11742888_s_at,,GCSH || LOC729080
11742889_at,LOC26270,FBXO6
11742890_at,LOC84057,MND1
11742891_a_at,LOC78995,C17ORF53
11742892_s_at,LOC5685,PSMA4
11742893_at,LOC10542,LAMTOR5
11742894_a_at,LOC1819,DRG2
11742895_a_at,LOC1819,DRG2
11742896_s_at,LOC9555,H2AFY
11742897_a_at,LOC4620,MYH2
11742898_x_at,LOC4620,MYH2
11742899_a_at,LOC8545,CGGBP1
11742900_a_at,LOC8545,CGGBP1
11742901_a_at,LOC8545,CGGBP1
11742902_s_at,LOC1176,AP3S1
11742903_at,LOC1070,CETN3
11742904_s_at,LOC9532,BAG2
11742905_a_at,LOC64215,DNAJC1
11742906_a_at,LOC64215,DNAJC1
11742907_at,LOC23093,TTLL5
11742908_a_at,LOC84250,ANKRD32
11742909_at,LOC57182,ANKRD50
11742910_a_at,LOC57182,ANKRD50
11742911_at,LOC10261,IGSF6
11742912_a_at,LOC64762,GAREM
11742913_a_at,LOC392465,GLOD5
11742914_at,LOC392465,GLOD5
11742915_a_at,LOC22853,LMTK2
11742916_x_at,LOC22853,LMTK2
11742917_a_at,LOC83953,FCAMR
11742918_a_at,LOC5968,REG1B
11742919_x_at,LOC5968,REG1B
11742920_a_at,LOC3313,HSPA9
11742921_s_at,LOC3313,HSPA9
11742922_at,LOC7805,LAPTM5
11742923_a_at,LOC7805,LAPTM5
11742924_a_at,LOC5052,PRDX1
11742925_a_at,LOC55004,LAMTOR1
11742926_at,LOC1376,CPT2
11742927_a_at,LOC2941,GSTA4
11742928_a_at,LOC8943,AP3D1
11742929_a_at,LOC8943,AP3D1
11742930_a_at,LOC57448,BIRC6
11742931_at,LOC57448,BIRC6
11742932_at,,SAMD1
11742933_a_at,LOC11168,PSIP1
11742934_s_at,LOC25886,POC1A
11742935_a_at,LOC65078,RTN4R
11742936_a_at,LOC80746,TSEN2
11742937_x_at,LOC435,ASL
11742938_at,LOC430,ASCL2
11742939_a_at,LOC7323,UBE2D3
11742940_s_at,LOC7323,UBE2D3
11742941_x_at,LOC7323,UBE2D3
11742942_s_at,LOC7323,UBE2D3
11742943_a_at,LOC1158,CKM
11742944_a_at,LOC11151,CORO1A
11742945_a_at,LOC10969,EBNA1BP2
11742946_s_at,LOC10477,UBE2E3
11742947_at,LOC2967,GTF2H3
11742948_at,LOC4082,MARCKS
11742949_a_at,LOC9337,CNOT8
11742950_s_at,LOC9337,CNOT8
11742951_at,LOC84246,MED10
11742952_at,LOC55829,VIMP
11742953_at,LOC93973,ACTR8
11742954_a_at,LOC3853,KRT6A
11742955_x_at,LOC3853,KRT6A
11742956_a_at,LOC55846,ITFG2
11742957_a_at,LOC6597,SMARCA4
11742958_x_at,LOC6597,SMARCA4
11742959_a_at,LOC6597,SMARCA4
11742960_a_at,LOC56257,MEPCE
11742961_s_at,LOC131583,FAM43A
11742962_a_at,LOC51447,IP6K2
11742963_at,LOC3710,ITPR3
11742964_a_at,LOC3710,ITPR3
11742965_a_at,LOC130916,MTERFD2
11742966_a_at,LOC130916,MTERFD2
11742967_a_at,LOC130916,MTERFD2
11742968_a_at,LOC112950,MED8
11742969_a_at,LOC6300,MAPK12
11742970_at,LOC27342,RABGEF1
11742971_s_at,LOC81035,COLEC12
11742972_x_at,LOC55749,CCAR1
11742973_at,LOC38,ACAT1
11742974_s_at,LOC84132,USP42
11742975_x_at,LOC84132,USP42
11742976_at,LOC2775,GNAO1
11742977_a_at,LOC2775,GNAO1
11742978_at,LOC92421,CHMP4C
11742979_a_at,LOC56899,ANKS1B
11742980_a_at,LOC56899,ANKS1B
11742981_a_at,LOC2170,FABP3
11742982_a_at,LOC23033,DOPEY1
11742983_a_at,LOC50614,GALNT9
11742984_a_at,LOC133584,EGFLAM
11742985_at,LOC4063,LY9
11742986_at,LOC11315,PARK7
11742987_s_at,LOC7430,EZR
11742988_s_at,LOC7430,EZR
11742989_a_at,LOC7430,EZR
11742990_x_at,LOC7430,EZR
11742991_a_at,LOC29968,PSAT1
11742992_s_at,LOC29968,PSAT1
11742993_x_at,LOC29968,PSAT1
11742994_x_at,LOC1442,CSH1
11742995_at,LOC10890,RAB10
11742996_a_at,LOC4172,MCM3
11742997_x_at,LOC4172,MCM3
11742998_at,LOC9588,PRDX6
11742999_x_at,LOC9588,PRDX6
11743000_at,LOC9308,CD83
11743001_a_at,LOC119,ADD2
11743002_at,LOC10671,DCTN6
11743003_a_at,LOC1580,CYP4B1
11743004_x_at,LOC5393,EXOSC9
11743005_s_at,LOC55290,BRF2
11743006_x_at,LOC5965,RECQL
11743007_at,LOC4794,NFKBIE
11743008_a_at,LOC9138,ARHGEF1
11743009_x_at,LOC9138,ARHGEF1
11743010_at,LOC4783,NFIL3
11743011_a_at,LOC7107,GPR137B
11743012_at,LOC23118,TAB2
11743013_a_at,LOC27246,RNF115
11743014_a_at,LOC22982,DIP2C
11743015_a_at,LOC22982,DIP2C
11743016_at,LOC22982,DIP2C
11743017_s_at,,PMS2CL || PMS2
11743018_at,LOC64318,NOC3L
11743019_a_at,LOC146050,ZSCAN29
11743020_at,LOC146050,ZSCAN29
11743021_a_at,LOC7748,ZNF195
11743022_a_at,LOC23155,CLCC1
11743023_at,LOC349667,RTN4RL2
11743024_at,LOC538,ATP7A
11743025_at,LOC538,ATP7A
11743026_at,LOC441061,11-Mar
11743027_at,LOC135656,DPCR1
11743028_at,LOC84501,SPIRE2
11743029_a_at,LOC84501,SPIRE2
11743030_at,LOC55567,DNAH3
11743031_a_at,LOC6277,S100A6
11743032_at,LOC1081,CGA
11743033_x_at,LOC308,ANXA5
11743034_x_at,LOC51109,RDH11
11743035_a_at,LOC1653,DDX1
11743036_s_at,LOC6303,SAT1
11743037_at,LOC10491,CRTAP
11743038_at,LOC10491,CRTAP
11743039_at,LOC10491,CRTAP
11743040_x_at,,LOC100653071 || CRTAP
11743041_a_at,LOC10963,STIP1
11743042_a_at,LOC10963,STIP1
11743043_a_at,LOC10516,FBLN5
11743044_a_at,LOC216,ALDH1A1
11743045_a_at,LOC10211,FLOT1
11743046_a_at,LOC10211,FLOT1
11743047_x_at,LOC10211,FLOT1
11743048_s_at,LOC50,ACO2
11743049_at,LOC29103,DNAJC15
11743050_a_at,LOC29103,DNAJC15
11743051_s_at,LOC1031,CDKN2C
11743052_a_at,LOC26973,CHORDC1
11743053_a_at,LOC26973,CHORDC1
11743054_a_at,LOC26973,CHORDC1
11743055_at,LOC9373,PLAA
11743056_at,LOC9373,PLAA
11743057_at,LOC6010,RHO
11743058_at,LOC6010,RHO
11743059_at,LOC51397,COMMD10
11743060_s_at,LOC51397,COMMD10
11743061_at,LOC79077,DCTPP1
11743062_a_at,LOC5329,PLAUR
11743063_x_at,LOC5329,PLAUR
11743064_at,LOC990,CDC6
11743065_at,LOC990,CDC6
11743066_s_at,LOC9791,PTDSS1
11743067_at,LOC6478,SIAH2
11743068_at,LOC6478,SIAH2
11743069_a_at,LOC84950,PRPF38A
11743070_at,LOC84950,PRPF38A
11743071_a_at,LOC10161,LPAR6
11743072_a_at,LOC55030,FBXO34
11743073_at,LOC55705,IPO9
11743074_at,LOC55705,IPO9
11743075_a_at,LOC55705,IPO9
11743076_a_at,LOC8575,PRKRA
11743077_s_at,LOC1051,CEBPB
11743078_a_at,LOC65110,UPF3A
11743079_a_at,LOC51605,TRMT6
11743080_at,LOC55212,BBS7
11743081_at,LOC83860,TAF3
11743082_at,LOC83860,TAF3
11743083_at,LOC157695,TDRP
11743084_s_at,LOC664,BNIP3
11743085_a_at,LOC7403,KDM6A
11743086_a_at,LOC11128,POLR3A
11743087_at,LOC5473,PPBP
11743088_s_at,LOC8622,PDE8B
11743089_a_at,LOC23639,LRRC6
11743090_a_at,LOC120103,SLC36A4
11743091_x_at,LOC120103,SLC36A4
11743092_at,LOC117145,THEM4
11743093_a_at,LOC8825,LIN7A
11743094_at,LOC163778,SPRR4
11743095_at,LOC157378,TMEM65
11743096_at,LOC157378,TMEM65
11743097_a_at,LOC3705,ITPK1
11743098_a_at,LOC123283,TARSL2
11743099_a_at,LOC3187,HNRNPH1
11743100_a_at,LOC2026,ENO2
11743101_a_at,LOC8665,EIF3F
11743102_at,LOC55037,PTCD3
11743103_at,LOC55037,PTCD3
11743104_at,LOC55037,PTCD3
11743105_at,LOC55037,PTCD3
11743106_a_at,LOC1660,DHX9
11743107_a_at,LOC1660,DHX9
11743108_a_at,LOC58,ACTA1
11743109_x_at,LOC58,ACTA1
11743110_at,LOC10135,NAMPT
11743111_s_at,LOC10135,NAMPT
11743112_at,LOC6281,S100A10
11743113_x_at,LOC6281,S100A10
11743114_at,LOC1665,DHX15
11743115_a_at,LOC3837,KPNB1
11743116_s_at,LOC3837,KPNB1
11743117_a_at,LOC22803,XRN2
11743118_a_at,LOC22803,XRN2
11743119_x_at,LOC22803,XRN2
11743120_s_at,,SENP3-EIF4A1 || EIF4A1
11743121_a_at,LOC5575,PRKAR1B
11743122_x_at,LOC5575,PRKAR1B
11743123_a_at,LOC7094,TLN1
11743124_s_at,LOC7094,TLN1
11743125_a_at,LOC1409,CRYAA
11743126_a_at,LOC8666,EIF3G
11743127_x_at,LOC400916,CHCHD10
11743128_x_at,LOC3732,CD82
11743129_at,LOC6653,SORL1
11743130_a_at,LOC6653,SORL1
11743131_a_at,LOC327,APEH
11743132_at,LOC6588,SLN
11743133_a_at,LOC23770,FKBP8
11743134_x_at,LOC23770,FKBP8
11743135_s_at,LOC1052,CEBPD
11743136_x_at,LOC1052,CEBPD
11743137_a_at,LOC4811,NID1
11743138_at,LOC54708,5-Mar
11743139_a_at,LOC54708,5-Mar
11743140_x_at,LOC54776,PPP1R12C
11743141_a_at,LOC1353,COX11
11743142_at,LOC1353,COX11
11743143_at,LOC1353,COX11
11743144_s_at,LOC1353,COX11
11743145_a_at,LOC2968,GTF2H4
11743146_s_at,LOC80204,FBXO11
11743147_at,LOC7570,ZNF22
11743148_s_at,LOC7570,ZNF22
11743149_at,LOC7570,ZNF22
11743150_s_at,LOC7702,ZNF143
11743151_a_at,LOC2744,GLS
11743152_a_at,LOC7991,TUSC3
11743153_at,LOC29035,C16ORF72
11743154_at,LOC29035,C16ORF72
11743155_a_at,LOC23509,POFUT1
11743156_a_at,LOC23509,POFUT1
11743157_a_at,LOC2110,ETFDH
11743158_at,LOC2963,GTF2F2
11743159_x_at,LOC2266,FGG
11743160_a_at,LOC55355,HJURP
11743161_x_at,LOC29923,HILPDA
11743162_a_at,LOC1510,CTSE
11743163_at,LOC466,ATF1
11743164_x_at,LOC466,ATF1
11743165_at,LOC2120,ETV6
11743166_at,LOC2120,ETV6
11743167_at,LOC2120,ETV6
11743168_at,LOC3620,IDO1
11743169_a_at,LOC9404,LPXN
11743170_a_at,LOC92241,RCSD1
11743171_a_at,LOC92241,RCSD1
11743172_a_at,LOC28231,SLCO4A1
11743173_x_at,LOC28231,SLCO4A1
11743174_at,LOC57616,TSHZ3
11743175_at,LOC57616,TSHZ3
11743176_s_at,LOC51773,RSF1
